invoice_id,invoice_date,customer_id,product_id,warehouse,sales_rep,quantity_cases,case_price,discount_pct,revenue
500050,2025-08-02,290.0,1020,Phoenix DC,Morgan Lee,160,39.76,0.0,6361.6
500051,2025-07-14,259.0,1018,Atlanta DC,Chris Ramirez,697,36.93,0.0,25740.21
500052,2025-06-06,453.0,1014,Los Angeles DC,Jordan Kim,401,33.87,0.0,13581.87
500053,2025-11-17,326.0,1006,Los Angeles DC,Taylor Johnson,490,35.16,0.0,17228.4
500054,2025-10-10,230.0,1005,Los Angeles DC,Ryan Thompson,222,36.69,0.0,8145.18
500055,2025-08-29,197.0,1022,Dallas DC,Chris Ramirez,330,36.7,0.0,12111.0
500056,2025-12-26,470.0,1009,Los Angeles DC,Morgan Lee,461,37.5,0.05,16423.12
500057,2025-11-17,254.0,1008,Dallas DC,Ryan Thompson,79,36.32,0.0,2869.28
500058,2025-04-26,61.0,1019,Chicago DC,Taylor Johnson,158,39.05,0.0,6169.9
500059,2025-03-26,179.0,1002,Phoenix DC,Chris Ramirez,136,31.22,0.05,4033.62
500060,2025-08-28,140.0,1004,Atlanta DC,Chris Ramirez,524,34.43,0.0,18041.32
500061,2025-09-10,481.0,1019,Phoenix DC,Alex Martinez,556,39.05,0.0,21711.8
500062,2025-06-15,500.0,1014,Los Angeles DC,Jordan Kim,755,33.87,0.0,25571.85
500063,2025-10-22,289.0,1032,Los Angeles DC,Chris Ramirez,417,38.44,0.0,16029.48
500064,2025-03-31,204.0,1002,Atlanta DC,Chris Ramirez,395,31.22,0.0,12331.9
500065,2025-08-12,93.0,1022,Atlanta DC,Jordan Kim,192,36.7,0.0,7046.4
500066,2025-07-29,191.0,1011,Los Angeles DC,Taylor Johnson,540,36.49,0.0,19704.6
500067,2025-12-22,181.0,1013,Atlanta DC,Alex Martinez,41,34.9,0.0,1430.9
500068,2025-06-11,382.0,1003,Los Angeles DC,Ryan Thompson,332,33.6,0.0,11155.2
500069,2025-01-01,334.0,1017,Phoenix DC,Casey Davis,742,39.71,0.0,29464.82
500070,2025-04-07,159.0,1002,Phoenix DC,Casey Davis,46,31.22,0.0,1436.12
500071,2025-01-27,98.0,1014,Phoenix DC,Taylor Johnson,420,33.87,0.0,14225.4
500072,2025-08-13,325.0,1009,Atlanta DC,Jordan Kim,774,37.5,0.05,27573.75
500073,2025-11-08,133.0,1026,Dallas DC,Chris Ramirez,114,-30.88,0.05,-3344.3
500074,2025-10-10,361.0,1001,Dallas DC,Jordan Kim,582,35.5,0.0,20661.0
500075,2025-11-28,88.0,1004,Atlanta DC,Chris Ramirez,536,34.43,0.05,17531.76
500076,2025-08-01,342.0,1008,Atlanta DC,Morgan Lee,560,36.32,0.05,19322.24
500077,2025-03-16,152.0,1019,Phoenix DC,Taylor Johnson,49,39.05,0.0,1913.45
500078,2025-05-22,144.0,1002,Atlanta DC,Ashley Nguyen,742,31.22,0.05,22006.98
500079,2025-01-02,32.0,1008,Chicago DC,Casey Davis,359,36.32,0.0,13038.88
500080,2025-10-03,473.0,1014,Chicago DC,Ryan Thompson,176,33.87,0.0,5961.12
500081,2025-04-07,118.0,1010,Dallas DC,Ryan Thompson,49,36.33,0.15,1513.14
500082,2025-01-23,412.0,1013,Atlanta DC,Ryan Thompson,34,34.9,0.0,1186.6
500083,2025-11-30,275.0,1029,Atlanta DC,Alex Martinez,297,39.43,0.15,9954.1
500084,2025-10-30,48.0,1016,Los Angeles DC,Casey Davis,364,34.52,0.0,12565.28
500085,2025-08-22,323.0,1018,Dallas DC,Ryan Thompson,151,36.93,0.0,5576.43
500086,2025-02-08,62.0,1004,Chicago DC,Ashley Nguyen,435,34.43,0.0,14977.05
500087,2025-11-29,36.0,1013,Chicago DC,Ryan Thompson,419,34.9,0.0,14623.1
500088,2025-09-07,124.0,1025,Los Angeles DC,Jordan Kim,262,31.86,0.05,7929.95
500089,2025-12-17,347.0,1026,Dallas DC,Jordan Kim,35,-30.88,0.1,-972.72
500090,2025-11-21,266.0,1003,Los Angeles DC,Casey Davis,322,33.6,0.0,10819.2
500091,2025-01-15,444.0,1009,Los Angeles DC,Chris Ramirez,385,37.5,0.0,14437.5
500092,2025-08-09,323.0,1012,Phoenix DC,Ryan Thompson,283,33.96,0.0,9610.68
500093,2025-04-03,401.0,1033,Los Angeles DC,Ryan Thompson,56,39.3,0.0,2200.8
500094,2025-05-04,225.0,1033,Phoenix DC,Taylor Johnson,417,39.3,0.0,16388.1
500095,2025-11-23,26.0,1015,Chicago DC,Alex Martinez,34,35.03,0.0,1191.02
500096,2025-05-28,196.0,1015,Dallas DC,Jordan Kim,760,35.03,0.0,26622.8
500097,2025-10-28,133.0,1011,Atlanta DC,Chris Ramirez,326,36.49,0.0,11895.74
500098,2025-04-12,441.0,1009,Atlanta DC,Jordan Kim,333,37.5,0.15,10614.38
500099,2025-10-20,444.0,1012,Chicago DC,Chris Ramirez,421,33.96,0.0,14297.16
500100,2025-07-22,199.0,1028,Phoenix DC,Alex Martinez,311,34.61,0.0,10763.71
500100,2025-05-27,67.0,1016,Dallas DC,Ashley Nguyen,410,34.52,0.05,13445.54
500102,2025-04-08,304.0,1026,Dallas DC,Jordan Kim,212,-30.88,0.0,-6546.56
500103,2025-01-21,472.0,1027,Atlanta DC,Alex Martinez,421,35.9,0.0,15113.9
500104,2025-03-09,361.0,1012,Chicago DC,Ashley Nguyen,596,33.96,0.0,20240.16
500105,2025-03-31,217.0,1013,Phoenix DC,Ashley Nguyen,67,34.9,0.0,2338.3
500106,2025-05-20,228.0,1016,Chicago DC,Casey Davis,371,34.52,0.05,12166.57
500107,2025-06-23,349.0,1009,Atlanta DC,Jordan Kim,71,37.5,0.05,2529.38
500108,2025-12-13,300.0,1007,Atlanta DC,Ashley Nguyen,29,37.6,0.0,1090.4
500109,2025-01-08,255.0,1013,Los Angeles DC,Casey Davis,346,34.9,0.0,12075.4
500110,2025-12-11,39.0,1031,Atlanta DC,Ashley Nguyen,288,37.0,0.0,10656.0
500111,2025-04-30,389.0,1032,Phoenix DC,Ashley Nguyen,155,38.44,0.0,5958.2
500112,2025-04-24,415.0,1023,Atlanta DC,Chris Ramirez,78,38.72,0.0,3020.16
500113,2025-03-01,389.0,1013,Los Angeles DC,Chris Ramirez,432,34.9,0.0,15076.8
500114,2025-02-19,248.0,1003,Phoenix DC,Taylor Johnson,352,33.6,0.0,11827.2
500115,2025-07-09,241.0,1015,Phoenix DC,Ryan Thompson,498,35.03,0.0,17444.94
500116,2025-08-01,435.0,1004,Atlanta DC,Ryan Thompson,57,34.43,0.0,1962.51
500117,2025-01-17,300.0,1009,Dallas DC,Casey Davis,780,37.5,0.0,29250.0
500118,2025-07-05,270.0,1007,Chicago DC,Ashley Nguyen,327,37.6,0.0,12295.2
500119,2025-05-22,346.0,1013,Los Angeles DC,Casey Davis,131,34.9,0.0,4571.9
500120,2025-04-19,278.0,1029,Phoenix DC,Alex Martinez,346,39.43,0.0,13642.78
500121,2025-05-05,30.0,1011,Phoenix DC,Morgan Lee,23,36.49,0.15,713.38
500122,2025-04-17,145.0,1020,Dallas DC,Ashley Nguyen,135,39.76,0.0,5367.6
500123,2025-11-02,288.0,1004,Dallas DC,Taylor Johnson,696,34.43,0.0,23963.28
500124,2025-03-31,428.0,1008,Los Angeles DC,Taylor Johnson,576,36.32,0.0,20920.32
500125,2025-05-02,129.0,1011,Los Angeles DC,Taylor Johnson,107,36.49,0.0,3904.43
500126,2025-03-06,139.0,1002,Phoenix DC,Jordan Kim,36,31.22,0.0,1123.92
500127,2025-09-01,118.0,1002,Chicago DC,Jordan Kim,67,31.22,0.0,2091.74
500128,2025-04-24,38.0,1016,Los Angeles DC,Chris Ramirez,48,34.52,0.1,1491.26
500129,2025-01-16,112.0,1027,Atlanta DC,Ryan Thompson,334,35.9,0.0,11990.6
500130,2025-02-25,281.0,1034,Atlanta DC,Jordan Kim,518,38.89,0.0,20145.02
500131,2025-06-14,263.0,1003,Los Angeles DC,Taylor Johnson,77,33.6,0.0,2587.2
500132,2025-11-21,452.0,1025,Chicago DC,Ryan Thompson,240,31.86,0.0,7646.4
500133,2025-05-31,187.0,1018,Phoenix DC,Ryan Thompson,405,36.93,0.0,14956.65
500134,2025-12-02,112.0,1003,Phoenix DC,Morgan Lee,150,33.6,0.0,5040.0
500135,2025-04-27,424.0,1015,Atlanta DC,Ryan Thompson,320,35.03,0.0,11209.6
500136,2025-06-10,187.0,1003,Chicago DC,Ashley Nguyen,312,33.6,0.0,10483.2
500137,2025-12-18,200.0,1004,Los Angeles DC,Jordan Kim,788,34.43,0.1,24417.76
500138,2025-08-10,260.0,1003,Chicago DC,Taylor Johnson,143,33.6,0.0,4804.8
500139,2025-10-28,463.0,1002,Phoenix DC,Ashley Nguyen,584,31.22,0.1,16409.23
500140,2025-07-30,164.0,1004,Atlanta DC,Alex Martinez,643,34.43,0.0,22138.49
500141,2025-06-09,362.0,1023,Phoenix DC,Morgan Lee,247,38.72,0.0,9563.84
500142,2025-09-04,315.0,1028,Los Angeles DC,Ashley Nguyen,379,34.61,0.0,13117.19
500143,2025-07-08,109.0,1020,Chicago DC,Morgan Lee,74,39.76,0.0,2942.24
500144,2025-11-15,158.0,1020,Phoenix DC,Alex Martinez,319,39.76,0.0,12683.44
500145,2025-12-22,478.0,1028,Dallas DC,Chris Ramirez,58,34.61,0.0,2007.38
500146,2025-06-23,15.0,1010,Dallas DC,Taylor Johnson,459,36.33,0.0,16675.47
500147,2025-07-25,392.0,1028,Los Angeles DC,Jordan Kim,389,34.61,0.0,13463.29
500148,2025-04-21,165.0,1018,Atlanta DC,Ashley Nguyen,67,36.93,0.0,2474.31
500149,2025-06-09,300.0,1012,Phoenix DC,Jordan Kim,30,33.96,0.0,1018.8
500150,2025-03-21,407.0,1002,Phoenix DC,Alex Martinez,752,31.22,0.0,23477.44
500151,2025-05-20,450.0,1003,Atlanta DC,Casey Davis,445,33.6,0.0,14952.0
500152,2025-08-01,171.0,1014,Phoenix DC,Jordan Kim,58,33.87,0.0,1964.46
500153,2025-02-26,79.0,1014,Phoenix DC,Casey Davis,276,33.87,0.0,9348.12
500154,2025-06-07,52.0,1030,Atlanta DC,Alex Martinez,369,38.59,0.0,14239.71
500155,2025-06-04,367.0,1006,Dallas DC,Chris Ramirez,20,35.16,0.1,632.88
500156,2025-03-03,100.0,1010,Atlanta DC,Taylor Johnson,38,36.33,0.0,1380.54
500157,2025-09-30,415.0,1012,Phoenix DC,Ashley Nguyen,28,33.96,0.0,950.88
500158,2025-01-22,120.0,1013,Atlanta DC,Jordan Kim,24,34.9,0.0,837.6
500159,2025-08-08,216.0,1020,Atlanta DC,Chris Ramirez,260,39.42,0.0,10249.2
500160,2025-01-11,246.0,1013,Dallas DC,Casey Davis,27,34.9,0.1,848.07
500161,2025-02-15,50.0,1012,Los Angeles DC,Morgan Lee,453,33.96,0.0,15383.88
500162,2025-07-25,119.0,1022,Atlanta DC,Chris Ramirez,523,36.7,0.0,19194.1
500163,2025-04-24,456.0,1011,Dallas DC,Jordan Kim,481,36.49,0.0,17551.69
500164,2025-02-28,48.0,1026,Dallas DC,Ashley Nguyen,561,-30.88,0.0,-17323.68
500165,2025-03-17,43.0,1027,Dallas DC,Chris Ramirez,42,35.9,0.0,1507.8
500166,2025-11-05,237.0,1005,Los Angeles DC,Taylor Johnson,401,36.69,0.0,14712.69
500167,2025-09-10,300.0,1025,Phoenix DC,Casey Davis,787,31.86,0.0,25073.82
500168,2025-11-26,222.0,1020,Phoenix DC,Ashley Nguyen,648,39.76,0.0,25764.48
500169,2025-06-11,403.0,1025,Los Angeles DC,Casey Davis,742,31.86,0.0,23640.12
500170,2025-06-05,284.0,1026,Phoenix DC,Alex Martinez,326,-30.88,0.05,-9563.54
500171,2025-02-07,372.0,1016,Atlanta DC,Alex Martinez,42,34.52,0.0,1449.84
500172,2025-05-27,81.0,1012,Los Angeles DC,Ryan Thompson,129,33.96,0.0,4380.84
500173,2025-10-11,237.0,1020,Los Angeles DC,Casey Davis,536,39.42,0.1,19016.21
500174,2025-04-07,148.0,1028,Atlanta DC,Taylor Johnson,392,34.61,0.0,13567.12
500175,2025-02-22,363.0,1015,Chicago DC,Jordan Kim,131,35.03,0.05,4359.48
500176,2025-03-30,10.0,1027,Atlanta DC,Casey Davis,558,35.9,0.0,20032.2
500177,2025-11-09,337.0,1018,Chicago DC,Chris Ramirez,368,36.93,0.0,13590.24
500178,2025-06-23,458.0,1013,Los Angeles DC,Ashley Nguyen,44,34.9,0.0,1535.6
500179,2025-02-18,164.0,1010,Atlanta DC,Chris Ramirez,333,36.33,0.0,12097.89
500180,2025-11-05,366.0,1028,Chicago DC,Jordan Kim,429,34.61,0.05,14105.31
500181,2025-03-14,458.0,1029,Chicago DC,Ryan Thompson,57,39.43,0.1,2022.76
500182,2025-12-29,297.0,1022,Chicago DC,Ryan Thompson,28,36.7,0.1,924.84
500183,2025-03-07,284.0,1010,Phoenix DC,Jordan Kim,429,36.33,0.0,15585.57
500184,2025-08-05,111.0,1031,Los Angeles DC,Ashley Nguyen,630,37.0,0.0,23310.0
500185,2025-04-20,22.0,1005,Atlanta DC,Morgan Lee,458,36.69,0.0,16804.02
500186,2025-03-21,53.0,1004,Los Angeles DC,Alex Martinez,415,34.43,0.0,14288.45
500187,2025-11-13,118.0,1011,Atlanta DC,Taylor Johnson,62,36.49,0.0,2262.38
500188,2025-12-21,486.0,1005,Dallas DC,Casey Davis,183,36.69,0.05,6378.56
500189,2025-07-06,79.0,1013,Dallas DC,Casey Davis,122,34.9,0.0,4257.8
500190,2025-08-18,472.0,1009,Dallas DC,Chris Ramirez,412,37.5,0.0,15450.0
500191,2025-04-10,490.0,1015,Phoenix DC,Casey Davis,794,35.03,0.0,27813.82
500192,2025-07-15,243.0,1009,Atlanta DC,Taylor Johnson,536,37.5,0.0,20100.0
500193,2025-03-12,42.0,1023,Los Angeles DC,Casey Davis,202,38.72,0.05,7430.37
500194,2025-10-11,312.0,1012,Phoenix DC,Jordan Kim,75,33.96,0.1,2292.3
500195,2025-03-24,16.0,1003,Phoenix DC,Taylor Johnson,245,33.6,0.0,8232.0
500196,2025-02-16,458.0,1014,Dallas DC,Casey Davis,73,33.87,0.1,2225.26
500197,2025-01-14,468.0,1011,Atlanta DC,Ashley Nguyen,76,36.49,0.0,2773.24
500198,2025-02-11,332.0,1012,Los Angeles DC,Ashley Nguyen,220,33.96,0.0,7471.2
500199,2025-11-29,182.0,1003,Dallas DC,Taylor Johnson,79,33.6,0.0,2654.4
500200,2025-08-30,180.0,1009,Dallas DC,Casey Davis,119,37.5,0.0,4462.5
500201,2025-01-03,177.0,1024,Los Angeles DC,Chris Ramirez,48,35.71,0.1,1542.67
500202,2025-10-08,351.0,1004,Phoenix DC,Ryan Thompson,210,34.43,0.1,6507.27
500203,2025-05-02,385.0,1009,Los Angeles DC,Morgan Lee,156,37.5,0.0,5850.0
500204,2025-11-15,418.0,1026,Los Angeles DC,Casey Davis,514,-30.88,0.0,-15872.32
500205,2025-01-09,431.0,1018,Phoenix DC,Morgan Lee,58,36.93,0.0,2141.94
500206,2025-05-30,306.0,1004,Phoenix DC,Ashley Nguyen,65,34.43,0.0,2237.95
500207,2025-08-02,238.0,1020,Los Angeles DC,Ashley Nguyen,223,39.42,0.0,8790.66
500208,2025-10-06,266.0,1018,Phoenix DC,Alex Martinez,134,36.93,0.0,4948.62
500209,2025-01-23,119.0,1015,Chicago DC,Chris Ramirez,499,35.03,0.0,17479.97
500210,2025-07-02,68.0,1001,Chicago DC,Morgan Lee,67,35.5,0.05,2259.57
500211,2025-11-18,147.0,1028,Phoenix DC,Ashley Nguyen,475,34.61,0.0,16439.75
500212,2025-06-30,400.0,1002,Dallas DC,Casey Davis,368,31.22,0.0,11488.96
500213,2025-11-20,469.0,1016,Dallas DC,Jordan Kim,456,34.52,0.0,15741.12
500214,2025-01-19,47.0,1015,Los Angeles DC,Morgan Lee,466,35.03,0.0,16323.98
500215,2025-06-11,178.0,1002,Phoenix DC,Ryan Thompson,753,31.22,0.1,21157.79
500216,2025-05-10,224.0,1015,Dallas DC,Chris Ramirez,378,35.03,0.0,13241.34
500217,2025-12-02,444.0,1002,Los Angeles DC,Ashley Nguyen,482,31.22,0.0,15048.04
500218,2025-08-14,481.0,1013,Atlanta DC,Ashley Nguyen,523,34.9,0.05,17340.06
500219,2025-12-21,182.0,1016,Phoenix DC,Chris Ramirez,31,34.52,0.0,1070.12
500220,2025-02-10,456.0,1014,Dallas DC,Chris Ramirez,142,33.87,0.0,4809.54
500221,2025-02-10,416.0,1003,Chicago DC,Chris Ramirez,264,33.6,0.0,8870.4
500222,2025-08-07,415.0,1023,Atlanta DC,Ashley Nguyen,48,38.72,0.0,1858.56
500223,2025-06-30,289.0,1002,Atlanta DC,Chris Ramirez,528,31.22,0.0,16484.16
500224,2025-02-08,459.0,1002,Atlanta DC,Ashley Nguyen,427,31.22,0.0,13330.94
500225,2025-03-23,195.0,1033,Dallas DC,Casey Davis,562,39.3,0.1,19877.94
500226,2025-02-04,92.0,1004,Chicago DC,Ashley Nguyen,317,34.43,0.0,10914.31
500227,2025-01-17,291.0,1020,Atlanta DC,Ashley Nguyen,44,39.42,0.0,1734.48
500228,2025-02-09,185.0,1014,Phoenix DC,Ashley Nguyen,290,33.87,0.0,9822.3
500229,2025-11-29,345.0,1010,Los Angeles DC,Alex Martinez,303,36.33,0.0,11007.99
500230,2025-09-13,181.0,1006,Phoenix DC,Jordan Kim,67,35.16,0.0,2355.72
500231,2025-12-27,171.0,1008,Phoenix DC,Chris Ramirez,36,36.32,0.0,1307.52
500232,2025-04-13,197.0,1016,Los Angeles DC,Casey Davis,455,34.52,0.0,15706.6
500233,2025-02-14,92.0,1014,Chicago DC,Ashley Nguyen,388,33.87,0.05,12484.48
500234,2025-10-09,274.0,1002,Chicago DC,Taylor Johnson,663,31.22,0.0,20698.86
500235,2025-03-31,263.0,1026,Phoenix DC,Morgan Lee,65,-30.88,0.05,-1906.84
500236,2025-03-13,5.0,1006,Atlanta DC,Alex Martinez,162,35.16,0.0,5695.92
500237,2025-10-21,386.0,1020,Phoenix DC,Taylor Johnson,284,39.76,0.0,11291.84
500238,2025-02-03,381.0,1003,Atlanta DC,Ryan Thompson,413,33.6,0.0,13876.8
500239,2025-10-22,374.0,1013,Chicago DC,Jordan Kim,493,34.9,0.0,17205.7
500240,2025-12-15,298.0,1015,Dallas DC,Taylor Johnson,530,35.03,0.0,18565.9
500241,2025-08-10,348.0,1004,Los Angeles DC,Jordan Kim,493,34.43,0.0,16973.99
500242,2025-06-05,499.0,1004,Chicago DC,Morgan Lee,565,34.43,0.0,19452.95
500243,2025-05-26,468.0,1017,Chicago DC,Morgan Lee,42,39.71,0.05,1584.43
500244,2025-05-21,101.0,1019,Chicago DC,Jordan Kim,60,39.05,0.0,2343.0
500245,2025-03-28,370.0,1027,Phoenix DC,Taylor Johnson,357,35.9,0.0,12816.3
500246,2025-11-16,421.0,1028,Phoenix DC,Ashley Nguyen,187,34.61,0.0,6472.07
500247,2025-01-22,74.0,1020,Los Angeles DC,Jordan Kim,73,39.76,0.05,2757.36
500248,2025-10-23,125.0,1027,Dallas DC,Ryan Thompson,123,35.9,0.0,4415.7
500249,2025-01-16,335.0,1026,Phoenix DC,Chris Ramirez,416,-30.88,0.0,-12846.08
500250,2025-09-05,91.0,1009,Atlanta DC,Chris Ramirez,628,37.5,0.0,23550.0
500251,2025-12-19,58.0,1002,Atlanta DC,Ryan Thompson,532,31.22,0.0,16609.04
500252,2025-04-15,55.0,1015,Dallas DC,Ashley Nguyen,547,35.03,0.0,19161.41
500253,2025-06-26,324.0,1010,Dallas DC,Ashley Nguyen,467,36.33,0.1,15269.5
500254,2025-02-24,210.0,1020,Atlanta DC,Jordan Kim,563,39.76,0.0,22384.88
500255,2025-05-07,71.0,1015,Los Angeles DC,Chris Ramirez,436,35.03,0.0,15273.08
500256,2025-08-03,387.0,1024,Dallas DC,Ashley Nguyen,296,35.71,0.0,10570.16
500257,2025-06-10,64.0,1020,Dallas DC,Casey Davis,79,39.42,0.0,3114.18
500258,2025-09-13,195.0,1015,Atlanta DC,Alex Martinez,563,35.03,0.05,18735.8
500259,2025-09-16,210.0,1013,Dallas DC,Morgan Lee,346,34.9,0.0,12075.4
500260,2025-01-25,438.0,1011,Atlanta DC,Casey Davis,398,36.49,0.0,14523.02
500261,2025-01-05,338.0,1018,Atlanta DC,Taylor Johnson,38,36.93,0.05,1333.17
500262,2025-07-07,177.0,1008,Chicago DC,Alex Martinez,76,36.32,0.05,2622.3
500263,2025-10-19,176.0,1002,Chicago DC,Chris Ramirez,505,31.22,0.0,15766.1
500264,2025-09-16,324.0,1012,Phoenix DC,Chris Ramirez,137,33.96,0.0,4652.52
500265,2025-11-09,59.0,1033,Los Angeles DC,Ryan Thompson,419,39.3,0.0,16466.7
500266,2025-10-13,342.0,1011,Dallas DC,Morgan Lee,491,36.49,0.1,16124.93
500267,2025-07-25,427.0,1017,Los Angeles DC,Alex Martinez,58,39.71,0.0,2303.18
500268,2025-08-31,279.0,1011,Dallas DC,Taylor Johnson,170,36.49,0.0,6203.3
500269,2025-06-13,426.0,1024,Phoenix DC,Chris Ramirez,267,35.71,0.0,9534.57
500270,2025-09-17,84.0,1011,Phoenix DC,Casey Davis,403,36.49,0.05,13970.2
500271,2025-06-03,161.0,1020,Los Angeles DC,Ashley Nguyen,462,39.76,0.0,18369.12
500272,2025-02-26,316.0,1031,Phoenix DC,Chris Ramirez,469,37.0,0.1,15617.7
500273,2025-11-19,212.0,1034,Atlanta DC,Chris Ramirez,707,38.89,0.0,27495.23
500274,2025-10-23,462.0,1020,Los Angeles DC,Casey Davis,435,39.42,0.0,17147.7
500275,2025-11-19,237.0,1018,Atlanta DC,Taylor Johnson,387,36.93,0.0,14291.91
500276,2025-05-05,71.0,1033,Los Angeles DC,Morgan Lee,720,39.3,0.0,28296.0
500277,2025-06-10,200.0,1014,Atlanta DC,Morgan Lee,309,33.87,0.0,10465.83
500278,2025-11-10,478.0,1016,Los Angeles DC,Taylor Johnson,46,34.52,0.1,1429.13
500279,2025-10-15,478.0,1006,Atlanta DC,Ryan Thompson,53,35.16,0.0,1863.48
500280,2025-08-24,420.0,1005,Chicago DC,Ashley Nguyen,460,36.69,0.1,15189.66
500281,2025-11-26,147.0,1033,Chicago DC,Casey Davis,446,39.3,0.05,16651.41
500282,2025-05-23,285.0,1008,Dallas DC,Chris Ramirez,198,36.32,0.0,7191.36
500283,2025-12-27,175.0,1009,Atlanta DC,Ashley Nguyen,494,37.5,0.0,18525.0
500284,2025-10-14,435.0,1011,Chicago DC,Chris Ramirez,50,36.49,0.1,1642.05
500285,2025-12-13,16.0,1020,Atlanta DC,Ashley Nguyen,162,39.42,0.0,6386.04
500286,2025-05-29,401.0,1004,Los Angeles DC,Ashley Nguyen,69,34.43,0.0,2375.67
