return_id,invoice_id,return_date,product_id,customer_id,return_quantity,return_reason
120,544234,2025-09-08,1012,273.0,1,Damaged Product
121,531920,2026-01-12,1001,64.0,4,Expired Product
122,507135,2025-12-15,1028,232.0,18,Damaged Product
123,533705,2025-11-21,1007,260.0,20,Wrong Shipment
124,529661,2025-12-07,1020,292.0,34,Wrong Shipment
125,517894,2025-04-28,1017,33.0,1,Quality Issue
126,522019,2025-07-17,1013,334.0,11,Damaged Product
127,513539,2025-10-09,1013,257.0,17,Customer Complaint
128,543119,2025-11-19,1026,478.0,6,Quality Issue
129,536421,2025-03-28,1017,184.0,21,Quality Issue
130,509406,2025-12-03,1024,142.0,28,Damaged Product
131,513414,2025-01-13,1014,197.0,12,Customer Complaint
132,506721,2025-03-18,1001,477.0,33,Customer Complaint
133,515602,2025-05-14,1023,224.0,2,Damaged Product
134,544744,2025-03-26,1003,284.0,2,Wrong Shipment
135,531139,2025-05-19,1005,338.0,4,Damaged Product
136,502730,2025-06-07,1002,6.0,31,Quality Issue
137,538243,2025-07-10,1008,266.0,7,Quality Issue
138,529626,2025-09-13,1013,261.0,5,Customer Complaint
139,547895,2025-05-04,1007,200.0,25,Customer Complaint
140,542091,2025-10-03,1001,234.0,1,Expired Product
141,536400,2025-02-17,1009,482.0,1,Customer Complaint
142,506245,2025-02-15,1002,261.0,14,Customer Complaint
143,505546,2025-12-24,1024,25.0,43,Customer Complaint
144,504065,2025-10-09,1015,418.0,30,Wrong Shipment
145,512852,2025-03-11,1001,442.0,10,Customer Complaint
146,521803,2025-03-27,1020,155.0,4,Customer Complaint
147,541164,2025-11-21,1014,485.0,5,Customer Complaint
148,506233,2026-01-15,1025,348.0,9,Expired Product
149,503863,2025-01-27,1008,109.0,2,Quality Issue
150,535095,2025-04-18,1027,2.0,7,Wrong Shipment
151,540196,2025-10-28,1019,113.0,1,Customer Complaint
152,539251,2025-02-03,1015,195.0,6,Quality Issue
153,506218,2025-04-04,1008,226.0,3,Expired Product
154,536776,2025-12-11,1005,353.0,37,Quality Issue
155,542977,2025-11-07,1001,72.0,3,Expired Product
156,548468,2025-06-15,1003,256.0,7,Quality Issue
157,514832,2025-07-17,1014,329.0,1,Damaged Product
158,530093,2025-02-06,1010,405.0,20,Expired Product
159,508894,2025-06-15,1019,59.0,14,Quality Issue
160,506021,2025-10-19,1014,389.0,11,Damaged Product
161,546089,2025-04-29,1019,460.0,24,Quality Issue
162,515243,2025-06-22,1001,207.0,11,Damaged Product
163,545308,2025-05-23,1004,121.0,15,Damaged Product
164,526551,2025-02-20,1011,167.0,3,Customer Complaint
165,506035,2025-09-25,1027,334.0,35,Damaged Product
166,507906,2026-01-13,1011,144.0,10,Expired Product
167,532226,2025-12-02,1008,14.0,28,Customer Complaint
168,506018,2025-08-29,1004,283.0,11,Expired Product
169,521880,2025-10-28,1002,125.0,8,Expired Product
170,502792,2025-07-26,1025,284.0,13,Customer Complaint
171,542606,2025-12-26,1006,296.0,2,Quality Issue
172,505824,2026-01-27,1004,251.0,3,Customer Complaint
173,515388,2025-06-06,1033,229.0,34,Wrong Shipment
174,529562,2025-02-01,1016,160.0,60,Wrong Shipment
175,539476,2025-03-07,1003,152.0,4,Quality Issue
176,500293,2025-12-02,1009,396.0,24,Expired Product
177,516958,2025-04-21,1010,147.0,20,Customer Complaint
178,530861,2025-07-15,1016,364.0,37,Damaged Product
179,514074,2025-02-11,1001,284.0,25,Wrong Shipment
180,521857,2025-10-21,1002,122.0,1,Damaged Product
181,522080,2025-10-20,1033,207.0,21,Customer Complaint
182,517024,2025-06-04,1002,199.0,66,Damaged Product
183,508740,2025-10-02,1022,140.0,44,Damaged Product
184,515826,2025-06-08,1009,433.0,18,Wrong Shipment
185,502742,2025-02-03,1024,350.0,3,Quality Issue
186,518049,2025-03-04,1023,83.0,27,Quality Issue
187,549937,2025-03-19,1007,307.0,15,Quality Issue
188,517373,2025-05-27,1024,63.0,7,Wrong Shipment
189,522022,2025-08-12,1007,202.0,16,Damaged Product
190,546365,2025-10-26,1012,38.0,5,Expired Product
191,523538,2025-05-30,1026,323.0,15,Expired Product
192,545500,2025-12-17,1002,435.0,1,Damaged Product
193,540186,2025-03-22,1011,23.0,31,Customer Complaint
194,509614,2025-02-25,1016,481.0,8,Wrong Shipment
195,543282,2025-06-20,1022,164.0,31,Expired Product
196,537892,2025-10-20,1014,199.0,52,Damaged Product
197,526179,2025-08-07,1006,140.0,5,Damaged Product
198,545893,2025-04-26,1019,377.0,2,Damaged Product
199,520934,2025-06-16,1006,320.0,10,Quality Issue
200,540972,2025-02-22,1004,366.0,41,Quality Issue
201,522225,2025-09-29,1005,215.0,1,Quality Issue
202,524382,2025-09-08,1006,261.0,4,Customer Complaint
203,534856,2025-02-17,1006,149.0,23,Quality Issue
204,548578,2026-02-05,1018,45.0,50,Customer Complaint
205,538537,2025-09-23,1024,318.0,18,Expired Product
206,531756,2025-06-20,1010,34.0,1,Quality Issue
207,507754,2025-07-08,1028,255.0,19,Quality Issue
208,546639,2025-03-09,1004,264.0,24,Wrong Shipment
209,543835,2025-05-12,1005,265.0,8,Wrong Shipment
210,526236,2025-03-26,1006,42.0,9,Customer Complaint
211,544230,2025-08-12,1020,484.0,2,Damaged Product
212,549597,2025-03-08,1015,257.0,30,Wrong Shipment
213,518553,2025-08-14,1002,184.0,4,Damaged Product
214,543137,2025-12-02,1011,375.0,23,Damaged Product
215,536673,2026-01-01,1014,202.0,18,Customer Complaint
216,543650,2025-08-09,1002,203.0,27,Quality Issue
217,503941,2025-03-06,1019,400.0,27,Customer Complaint
218,531497,2025-12-18,1010,485.0,6,Quality Issue
219,526594,2025-04-29,1016,181.0,1,Customer Complaint
220,523922,2025-10-24,1002,149.0,12,Customer Complaint
221,526403,2025-03-26,1010,167.0,35,Expired Product
222,545943,2025-11-18,1013,60.0,26,Wrong Shipment
223,548526,2025-04-05,1017,81.0,22,Wrong Shipment
224,518316,2025-09-02,1002,368.0,23,Quality Issue
225,536894,2025-11-30,1001,435.0,5,Quality Issue
226,526696,2025-04-24,1011,365.0,14,Damaged Product
227,542128,2025-08-09,1008,28.0,59,Quality Issue
228,514171,2025-11-15,1003,346.0,5,Customer Complaint
229,503733,2025-04-01,1014,268.0,23,Quality Issue
230,507882,2025-06-19,1020,437.0,2,Expired Product
231,506017,2025-08-11,1005,67.0,23,Expired Product
232,523030,2025-03-13,1015,25.0,17,Customer Complaint
233,535474,2025-03-30,1010,182.0,1,Damaged Product
234,549686,2025-02-23,1005,130.0,28,Expired Product
235,504818,2025-10-16,1001,401.0,1,Wrong Shipment
236,541694,2025-07-25,1004,22.0,26,Wrong Shipment
237,512008,2026-01-05,1003,172.0,35,Damaged Product
238,541328,2025-08-29,1031,28.0,11,Customer Complaint
239,509507,2026-01-24,1022,45.0,30,Damaged Product
240,544799,2025-12-25,1015,217.0,3,Wrong Shipment
241,534063,2025-06-16,1015,290.0,24,Customer Complaint
242,527475,2025-12-13,1015,204.0,31,Expired Product
243,531144,2025-09-05,1002,374.0,9,Wrong Shipment
244,521236,2025-09-17,1029,25.0,9,Expired Product
245,501391,2025-10-31,1024,259.0,60,Damaged Product
246,538250,2025-10-24,1008,367.0,1,Wrong Shipment
247,537625,2025-04-30,1011,388.0,2,Wrong Shipment
248,542029,2025-10-02,1027,353.0,25,Quality Issue
249,520835,2025-02-24,1015,438.0,10,Damaged Product
250,514758,2025-08-29,1007,194.0,13,Expired Product
251,526397,2025-11-25,1014,25.0,34,Damaged Product
252,506809,2025-03-20,1014,228.0,21,Wrong Shipment
253,509226,2025-04-14,1009,293.0,21,Quality Issue
254,548395,2025-09-20,1012,351.0,19,Expired Product
255,505396,2025-03-24,1001,30.0,5,Wrong Shipment
256,506944,2025-02-09,1016,403.0,12,Customer Complaint
257,523871,2025-05-26,1020,1.0,46,Customer Complaint
258,532493,2025-12-14,1001,402.0,4,Customer Complaint
259,536346,2025-11-14,1011,405.0,23,Expired Product
260,510756,2025-08-11,1033,306.0,2,Damaged Product
261,512302,2025-05-11,1006,349.0,2,Quality Issue
262,548387,2025-06-27,1002,268.0,11,Wrong Shipment
263,542746,2026-01-14,1004,405.0,28,Expired Product
264,529090,2025-09-26,1019,329.0,1,Quality Issue
265,544713,2025-06-05,1024,234.0,30,Quality Issue
266,514344,2025-03-26,1009,275.0,21,Customer Complaint
267,538173,2025-07-21,1015,45.0,40,Expired Product
268,505072,2025-01-27,1003,16.0,3,Wrong Shipment
269,524122,2025-08-05,1011,245.0,3,Customer Complaint
270,548810,2025-12-19,1005,103.0,4,Customer Complaint
271,517821,2025-04-19,1003,235.0,4,Customer Complaint
272,501123,2025-07-22,1025,361.0,19,Quality Issue
273,511265,2025-10-15,1016,219.0,20,Customer Complaint
274,530580,2025-07-07,1007,474.0,2,Quality Issue
275,545465,2025-07-30,1014,137.0,16,Wrong Shipment
276,548217,2025-10-09,1015,224.0,2,Quality Issue
277,543045,2026-01-17,1027,413.0,24,Wrong Shipment
278,515657,2025-04-22,1016,42.0,12,Damaged Product
279,501901,2025-07-20,1007,73.0,1,Customer Complaint
280,500148,2025-04-26,1018,165.0,6,Wrong Shipment
281,529643,2025-10-09,1009,295.0,4,Damaged Product
282,503212,2025-10-29,1007,218.0,32,Wrong Shipment
283,543851,2025-03-02,1028,448.0,11,Wrong Shipment
284,502355,2025-09-12,1010,322.0,7,Damaged Product
285,531521,2025-03-31,1002,48.0,2,Quality Issue
286,542584,2025-09-15,1015,349.0,5,Quality Issue
287,543338,2025-10-29,1023,286.0,28,Customer Complaint
288,545285,2025-02-13,1012,239.0,28,Quality Issue
289,546957,2025-10-03,1008,400.0,8,Wrong Shipment
290,548791,2025-04-06,1006,393.0,1,Expired Product
291,536586,2026-01-28,1014,33.0,6,Customer Complaint
292,510466,2025-03-18,1016,100.0,5,Quality Issue
293,507822,2026-01-17,1002,494.0,29,Expired Product
294,507206,2025-01-16,1005,136.0,24,Quality Issue
295,506414,2025-07-25,1013,163.0,6,Quality Issue
296,534047,2025-06-22,1005,374.0,24,Expired Product
297,512729,2025-05-28,1033,478.0,4,Quality Issue
298,506926,2025-05-03,1006,268.0,4,Quality Issue
299,527996,2025-03-04,1014,162.0,20,Wrong Shipment
300,537613,2025-03-27,1003,440.0,15,Customer Complaint
301,539484,2025-10-23,1008,90.0,3,Customer Complaint
302,503017,2026-01-02,1004,251.0,2,Wrong Shipment
303,501641,2025-03-27,1028,310.0,15,Customer Complaint
304,508884,2026-01-07,1005,354.0,3,Customer Complaint
305,537602,2025-08-03,1008,405.0,22,Customer Complaint
306,512970,2025-07-25,1022,21.0,4,Quality Issue
307,523464,2025-05-21,1004,423.0,10,Expired Product
308,515758,2025-10-03,1016,153.0,18,Damaged Product
309,544077,2025-10-22,1017,115.0,9,Wrong Shipment
310,504087,2025-05-09,1023,142.0,28,Wrong Shipment
311,500509,2025-09-16,1019,278.0,47,Quality Issue
312,506355,2025-05-03,1020,346.0,18,Wrong Shipment
313,529645,2025-05-09,1007,284.0,2,Quality Issue
314,520816,2025-03-18,1001,261.0,5,Wrong Shipment
315,506235,2025-11-11,1024,351.0,23,Damaged Product
316,531990,2025-02-15,1014,415.0,1,Expired Product
317,512996,2025-03-27,1002,309.0,29,Quality Issue
318,542502,2025-02-18,1008,132.0,34,Quality Issue
319,538921,2025-01-18,1003,37.0,19,Customer Complaint
320,500263,2025-11-27,1002,176.0,17,Expired Product
321,507892,2025-03-08,1024,324.0,42,Quality Issue
322,510528,2025-06-11,1014,279.0,6,Customer Complaint
323,518601,2025-09-29,1008,447.0,9,Expired Product
324,524115,2025-07-13,1031,366.0,21,Customer Complaint
325,533499,2025-06-10,1014,304.0,13,Expired Product
326,513472,2025-05-07,1016,155.0,7,Customer Complaint
327,531726,2025-11-25,1007,485.0,2,Damaged Product
328,523691,2025-03-19,1012,399.0,11,Customer Complaint
329,510558,2025-11-15,1030,161.0,13,Quality Issue
330,506557,2025-08-25,1005,400.0,25,Expired Product
331,545578,2025-04-24,1012,43.0,4,Damaged Product
332,541504,2025-06-25,1017,3.0,6,Damaged Product
333,527873,2025-02-05,1028,371.0,12,Customer Complaint
334,510811,2025-03-14,1016,313.0,7,Quality Issue
335,538215,2025-09-09,1012,478.0,3,Wrong Shipment
336,511731,2025-02-20,1010,8.0,36,Damaged Product
337,527439,2025-05-29,1004,112.0,17,Damaged Product
338,521780,2025-02-22,1001,371.0,24,Customer Complaint
339,534080,2025-09-21,1013,393.0,3,Expired Product
340,522916,2025-07-30,1009,258.0,38,Wrong Shipment
341,508086,2025-06-15,1008,85.0,30,Expired Product
342,543468,2025-03-20,1020,395.0,22,Customer Complaint
343,514710,2025-11-24,1024,276.0,9,Customer Complaint
344,515467,2025-12-25,1007,259.0,23,Damaged Product
345,537173,2025-10-27,1010,148.0,14,Wrong Shipment
346,528749,2025-10-14,1009,247.0,9,Quality Issue
347,503105,2025-01-20,1018,217.0,1,Damaged Product
348,500709,2025-08-11,1014,223.0,12,Wrong Shipment
349,538386,2025-09-28,1011,161.0,1,Wrong Shipment
350,523445,2025-09-09,1002,469.0,6,Expired Product
351,526511,2025-08-04,1004,449.0,23,Damaged Product
352,508467,2025-11-07,1014,195.0,8,Damaged Product
353,506231,2025-02-18,1023,134.0,17,Expired Product
354,546359,2025-02-15,1013,300.0,6,Expired Product
355,539358,2026-01-08,1028,309.0,24,Quality Issue
356,516387,2025-03-04,1026,315.0,19,Quality Issue
357,534166,2025-10-29,1002,418.0,22,Damaged Product
358,504169,2025-05-25,1007,21.0,18,Wrong Shipment
359,505804,2025-12-07,1011,202.0,5,Damaged Product
360,512754,2025-10-30,1013,223.0,24,Customer Complaint
361,502190,2025-07-14,1015,243.0,45,Quality Issue
362,512188,2025-08-11,1004,463.0,15,Damaged Product
363,531728,2025-08-17,1009,400.0,1,Customer Complaint
364,519246,2025-12-11,1014,469.0,1,Damaged Product
365,537867,2026-01-18,1032,316.0,22,Wrong Shipment
366,543515,2025-12-01,1013,97.0,5,Damaged Product
367,508719,2025-12-23,1027,109.0,4,Customer Complaint
368,528825,2025-02-19,1013,463.0,51,Damaged Product
369,524469,2025-06-23,1011,19.0,34,Expired Product
370,548253,2025-11-28,1011,420.0,31,Damaged Product
371,507202,2025-10-09,1007,390.0,25,Customer Complaint
372,509283,2025-02-18,1003,320.0,21,Customer Complaint
373,526821,2025-10-04,1015,53.0,22,Quality Issue
374,527374,2025-06-28,1005,311.0,31,Expired Product
375,522493,2025-05-06,1031,47.0,21,Wrong Shipment
376,545638,2025-09-28,1004,198.0,3,Quality Issue
377,545880,2025-01-26,1016,148.0,21,Customer Complaint
378,529340,2026-01-06,1007,115.0,13,Quality Issue
379,546548,2025-11-26,1004,62.0,20,Damaged Product
380,510804,2025-12-27,1013,294.0,4,Quality Issue
381,520965,2025-10-24,1014,85.0,61,Wrong Shipment
382,530033,2025-12-21,1012,294.0,2,Expired Product
383,505223,2025-03-08,1002,254.0,3,Expired Product
384,500660,2025-05-05,1028,478.0,1,Expired Product
385,533246,2025-06-08,1020,232.0,7,Quality Issue
386,505866,2026-01-17,1001,474.0,1,Customer Complaint
387,548872,2025-10-24,1022,400.0,18,Quality Issue
388,522986,2025-03-28,1005,431.0,2,Expired Product
389,528881,2025-10-01,1034,299.0,2,Wrong Shipment
390,547088,2025-07-20,1005,34.0,2,Quality Issue
391,526528,2025-10-17,1004,91.0,30,Quality Issue
392,509648,2025-11-23,1011,85.0,5,Customer Complaint
393,549546,2025-12-30,1019,88.0,38,Damaged Product
394,532375,2025-06-28,1007,83.0,36,Customer Complaint
395,526159,2025-07-08,1007,165.0,1,Damaged Product
396,511712,2025-07-17,1007,432.0,2,Damaged Product
397,527239,2025-07-09,1015,367.0,2,Customer Complaint
398,518354,2025-09-14,1002,21.0,13,Quality Issue
399,549515,2025-03-16,1006,422.0,4,Damaged Product
400,521725,2025-12-16,1011,108.0,19,Wrong Shipment
401,525925,2025-12-10,1011,37.0,3,Expired Product
402,541390,2025-09-28,1001,76.0,2,Wrong Shipment
403,504773,2025-06-01,1034,84.0,8,Damaged Product
404,535205,2025-12-01,1031,377.0,2,Quality Issue
405,527879,2025-10-20,1012,367.0,6,Expired Product
406,505875,2025-09-11,1006,79.0,5,Damaged Product
407,517805,2025-03-28,1016,450.0,4,Expired Product
408,534224,2025-09-05,1002,488.0,3,Wrong Shipment
409,507842,2025-09-11,1009,69.0,2,Wrong Shipment
410,515923,2025-08-03,1015,7.0,15,Customer Complaint
411,528367,2025-09-08,1004,181.0,1,Customer Complaint
412,512084,2025-09-04,1004,134.0,5,Damaged Product
413,520034,2025-12-20,1007,498.0,1,Damaged Product
414,514488,2025-08-11,1007,361.0,16,Wrong Shipment
415,520819,2025-04-22,1009,223.0,3,Damaged Product
416,537518,2025-05-13,1004,144.0,40,Expired Product
417,544236,2025-10-17,1008,386.0,3,Damaged Product
418,548651,2025-04-18,1009,127.0,3,Customer Complaint
419,536236,2025-08-22,1020,339.0,23,Customer Complaint
420,521070,2025-03-03,1002,38.0,6,Quality Issue
421,509524,2025-04-27,1026,156.0,7,Quality Issue
422,532756,2026-01-06,1002,300.0,38,Quality Issue
423,512054,2026-01-21,1026,251.0,1,Expired Product
424,523594,2025-01-18,1001,391.0,15,Customer Complaint
425,508038,2025-02-03,1010,375.0,17,Damaged Product
426,546977,2025-02-10,1027,241.0,26,Quality Issue
427,516400,2025-07-17,1008,167.0,36,Quality Issue
428,545786,2025-09-25,1020,161.0,3,Wrong Shipment
429,534616,2025-06-29,1013,97.0,1,Customer Complaint
430,507625,2025-09-24,1010,442.0,12,Expired Product
431,513662,2025-10-28,1017,291.0,2,Wrong Shipment
432,537737,2025-08-29,1009,385.0,2,Customer Complaint
433,526542,2026-01-29,1016,496.0,1,Damaged Product
434,513268,2025-03-02,1010,174.0,27,Quality Issue
435,518083,2025-03-15,1028,472.0,27,Wrong Shipment
436,548086,2025-11-05,1003,11.0,8,Expired Product
437,542768,2025-04-26,1001,191.0,50,Expired Product
438,504071,2025-10-13,1028,175.0,14,Expired Product
439,516287,2025-06-27,1005,138.0,2,Customer Complaint
440,501119,2025-05-29,1011,140.0,23,Customer Complaint
441,510075,2025-04-04,1004,148.0,1,Wrong Shipment
442,511374,2025-10-14,1016,411.0,27,Damaged Product
443,532685,2025-06-17,1010,297.0,4,Damaged Product
444,546434,2025-10-26,1003,26.0,2,Wrong Shipment
445,525350,2026-01-09,1026,464.0,25,Expired Product
446,506716,2026-01-18,1005,398.0,1,Expired Product
447,534568,2025-12-11,1015,196.0,22,Damaged Product
448,501031,2025-11-10,1005,27.0,33,Wrong Shipment
449,522754,2025-09-01,1010,10.0,35,Expired Product
450,511762,2025-07-14,1002,80.0,8,Quality Issue
451,535897,2025-09-29,1003,21.0,33,Expired Product
452,514493,2025-10-17,1012,382.0,24,Expired Product
453,525086,2025-10-03,1016,246.0,3,Damaged Product
454,520396,2025-06-14,1003,219.0,34,Customer Complaint
455,504814,2026-02-02,1012,355.0,10,Wrong Shipment
456,508995,2025-07-10,1022,47.0,21,Damaged Product
457,549692,2025-08-23,1002,300.0,3,Damaged Product
458,521375,2025-06-04,1014,109.0,5,Quality Issue
459,530243,2026-01-05,1027,101.0,3,Wrong Shipment
460,547579,2025-09-11,1014,31.0,11,Customer Complaint
461,501165,2025-10-14,1009,348.0,20,Wrong Shipment
462,524811,2025-02-22,1026,52.0,16,Customer Complaint
463,521110,2025-11-19,1018,191.0,3,Customer Complaint
464,503698,2025-04-30,1005,325.0,16,Quality Issue
465,511439,2025-04-04,1009,287.0,3,Customer Complaint
466,504470,2025-08-23,1016,423.0,38,Damaged Product
467,509808,2025-02-11,1003,359.0,5,Damaged Product
468,547768,2025-03-31,1006,440.0,10,Damaged Product
469,506749,2025-04-07,1020,58.0,45,Quality Issue
470,549185,2025-04-20,1012,418.0,23,Wrong Shipment
471,517379,2025-06-15,1008,440.0,8,Customer Complaint
472,536885,2025-06-06,1012,70.0,30,Expired Product
473,513357,2025-11-28,1012,386.0,8,Wrong Shipment
474,532405,2025-02-17,1027,35.0,2,Expired Product
475,542455,2025-02-22,1029,366.0,3,Wrong Shipment
476,546066,2025-09-23,1009,212.0,22,Customer Complaint
477,511539,2026-01-22,1010,183.0,13,Wrong Shipment
478,502009,2025-01-11,1022,300.0,2,Wrong Shipment
479,503222,2025-01-10,1014,99.0,1,Expired Product
480,544997,2025-04-27,1016,488.0,5,Damaged Product
481,518763,2025-09-29,1008,425.0,14,Wrong Shipment
482,514166,2025-11-07,1004,172.0,4,Wrong Shipment
483,540684,2025-03-05,1006,300.0,5,Damaged Product
484,525081,2026-01-07,1001,75.0,1,Expired Product
485,501823,2025-03-27,1020,288.0,15,Wrong Shipment
486,544662,2025-09-15,1004,5.0,21,Customer Complaint
487,506849,2025-12-09,1013,476.0,2,Quality Issue
488,512636,2025-07-31,1002,232.0,8,Customer Complaint
489,537669,2025-03-31,1012,113.0,3,Customer Complaint
490,506096,2025-07-18,1007,448.0,2,Quality Issue
