invoice_id,invoice_date,customer_id,product_id,warehouse,sales_rep,quantity_cases,discount_pct,revenue,case_price
500064,2025-03-31,204,1002,Atlanta DC,Chris Ramirez,395,0.0,12331.9,31.22
500065,2025-08-12,93,1022,Atlanta DC,Jordan Kim,192,0.0,7046.4,36.7
500066,2025-07-29,191,1011,Los Angeles DC,Taylor Johnson,540,0.0,19704.6,36.49
500067,2025-12-22,181,1013,Atlanta DC,Alex Martinez,41,0.0,1430.9,34.9
500068,2025-06-11,382,1003,Los Angeles DC,Ryan Thompson,332,0.0,11155.2,33.6
500069,2025-01-01,334,1017,Phoenix DC,Casey Davis,742,0.0,29464.82,39.71
500070,2025-04-07,159,1002,Phoenix DC,Casey Davis,46,0.0,1436.12,31.22
500071,2025-01-27,98,1014,Phoenix DC,Taylor Johnson,420,0.0,14225.4,33.87
500072,2025-08-13,325,1009,Atlanta DC,Jordan Kim,774,0.05,27573.75,37.5
500073,2025-11-08,133,1026,Dallas DC,Chris Ramirez,114,0.05,3943.2029999999995,36.41
500074,2025-10-10,361,1001,Dallas DC,Jordan Kim,582,0.0,20661.0,35.5
500075,2025-11-28,88,1004,Atlanta DC,Chris Ramirez,536,0.05,17531.76,34.43
500076,2025-08-01,342,1008,Atlanta DC,Morgan Lee,560,0.05,19322.24,36.32
500077,2025-03-16,152,1019,Phoenix DC,Taylor Johnson,49,0.0,1913.45,39.05
500078,2025-05-22,144,1002,Atlanta DC,Ashley Nguyen,742,0.05,22006.98,31.22
500079,2025-01-02,32,1008,Chicago DC,Casey Davis,359,0.0,13038.88,36.32
500080,2025-10-03,473,1014,Chicago DC,Ryan Thompson,176,0.0,5961.12,33.87
500081,2025-04-07,118,1010,Dallas DC,Ryan Thompson,49,0.15,1513.14,36.33
500082,2025-01-23,412,1013,Atlanta DC,Ryan Thompson,34,0.0,1186.6,34.9
500083,2025-11-30,275,1029,Atlanta DC,Alex Martinez,297,0.15,9954.1,39.43
500084,2025-10-30,48,1016,Los Angeles DC,Casey Davis,364,0.0,12565.28,34.52
500085,2025-08-22,323,1018,Dallas DC,Ryan Thompson,151,0.0,5576.43,36.93
500086,2025-02-08,62,1004,Chicago DC,Ashley Nguyen,435,0.0,14977.05,34.43
500087,2025-11-29,36,1013,Chicago DC,Ryan Thompson,419,0.0,14623.1,34.9
500088,2025-09-07,124,1025,Los Angeles DC,Jordan Kim,262,0.05,7929.95,31.86
500089,2025-12-17,347,1026,Dallas DC,Jordan Kim,35,0.1,1146.915,36.41
500090,2025-11-21,266,1003,Los Angeles DC,Casey Davis,322,0.0,10819.2,33.6
500091,2025-01-15,444,1009,Los Angeles DC,Chris Ramirez,385,0.0,14437.5,37.5
500092,2025-08-09,323,1012,Phoenix DC,Ryan Thompson,283,0.0,9610.68,33.96
500093,2025-04-03,401,1033,Los Angeles DC,Ryan Thompson,56,0.0,2200.8,39.3
500094,2025-05-04,225,1033,Phoenix DC,Taylor Johnson,417,0.0,16388.1,39.3
500095,2025-11-23,26,1015,Chicago DC,Alex Martinez,34,0.0,1191.02,35.03
500096,2025-05-28,196,1015,Dallas DC,Jordan Kim,760,0.0,26622.8,35.03
500097,2025-10-28,133,1011,Atlanta DC,Chris Ramirez,326,0.0,11895.74,36.49
500098,2025-04-12,441,1009,Atlanta DC,Jordan Kim,333,0.15,10614.38,37.5
500099,2025-10-20,444,1012,Chicago DC,Chris Ramirez,421,0.0,14297.16,33.96
500100,2025-07-22,199,1028,Phoenix DC,Alex Martinez,311,0.0,10763.71,34.61
550001,2025-05-27,67,1016,Dallas DC,Ashley Nguyen,410,0.05,13445.54,34.52
500102,2025-04-08,304,1026,Dallas DC,Jordan Kim,212,0.0,7718.919999999999,36.41
500103,2025-01-21,472,1027,Atlanta DC,Alex Martinez,421,0.0,15113.9,35.9
500104,2025-03-09,361,1012,Chicago DC,Ashley Nguyen,596,0.0,20240.16,33.96
500105,2025-03-31,217,1013,Phoenix DC,Ashley Nguyen,67,0.0,2338.3,34.9
500106,2025-05-20,228,1016,Chicago DC,Casey Davis,371,0.05,12166.57,34.52
500107,2025-06-23,349,1009,Atlanta DC,Jordan Kim,71,0.05,2529.38,37.5
500108,2025-12-13,300,1007,Atlanta DC,Ashley Nguyen,29,0.0,1090.4,37.6
500109,2025-01-08,255,1013,Los Angeles DC,Casey Davis,346,0.0,12075.4,34.9
500110,2025-12-11,39,1031,Atlanta DC,Ashley Nguyen,288,0.0,10656.0,37.0
500111,2025-04-30,389,1032,Phoenix DC,Ashley Nguyen,155,0.0,5958.2,38.44
500112,2025-04-24,415,1023,Atlanta DC,Chris Ramirez,78,0.0,3020.16,38.72
500113,2025-03-01,389,1013,Los Angeles DC,Chris Ramirez,432,0.0,15076.8,34.9
500114,2025-02-19,248,1003,Phoenix DC,Taylor Johnson,352,0.0,11827.2,33.6
500115,2025-07-09,241,1015,Phoenix DC,Ryan Thompson,498,0.0,17444.94,35.03
500116,2025-08-01,435,1004,Atlanta DC,Ryan Thompson,57,0.0,1962.51,34.43
500117,2025-01-17,300,1009,Dallas DC,Casey Davis,780,0.0,29250.0,37.5
500118,2025-07-05,270,1007,Chicago DC,Ashley Nguyen,327,0.0,12295.2,37.6
500119,2025-05-22,346,1013,Los Angeles DC,Casey Davis,131,0.0,4571.9,34.9
500120,2025-04-19,278,1029,Phoenix DC,Alex Martinez,346,0.0,13642.78,39.43
500121,2025-05-05,30,1011,Phoenix DC,Morgan Lee,23,0.15,713.38,36.49
500122,2025-04-17,145,1020,Dallas DC,Ashley Nguyen,135,0.0,5367.6,39.76
500123,2025-11-02,288,1004,Dallas DC,Taylor Johnson,696,0.0,23963.28,34.43
500124,2025-03-31,428,1008,Los Angeles DC,Taylor Johnson,576,0.0,20920.32,36.32
500125,2025-05-02,129,1011,Los Angeles DC,Taylor Johnson,107,0.0,3904.43,36.49
500126,2025-03-06,139,1002,Phoenix DC,Jordan Kim,36,0.0,1123.92,31.22
500127,2025-09-01,118,1002,Chicago DC,Jordan Kim,67,0.0,2091.74,31.22
500128,2025-04-24,38,1016,Los Angeles DC,Chris Ramirez,48,0.1,1491.26,34.52
500129,2025-01-16,112,1027,Atlanta DC,Ryan Thompson,334,0.0,11990.6,35.9
500130,2025-02-25,281,1034,Atlanta DC,Jordan Kim,518,0.0,20145.02,38.89
500131,2025-06-14,263,1003,Los Angeles DC,Taylor Johnson,77,0.0,2587.2,33.6
500132,2025-11-21,452,1025,Chicago DC,Ryan Thompson,240,0.0,7646.4,31.86
500133,2025-05-31,187,1018,Phoenix DC,Ryan Thompson,405,0.0,14956.65,36.93
500134,2025-12-02,112,1003,Phoenix DC,Morgan Lee,150,0.0,5040.0,33.6
500135,2025-04-27,424,1015,Atlanta DC,Ryan Thompson,320,0.0,11209.6,35.03
500136,2025-06-10,187,1003,Chicago DC,Ashley Nguyen,312,0.0,10483.2,33.6
500137,2025-12-18,200,1004,Los Angeles DC,Jordan Kim,788,0.1,24417.76,34.43
500138,2025-08-10,260,1003,Chicago DC,Taylor Johnson,143,0.0,4804.8,33.6
500139,2025-10-28,463,1002,Phoenix DC,Ashley Nguyen,584,0.1,16409.23,31.22
500140,2025-07-30,164,1004,Atlanta DC,Alex Martinez,643,0.0,22138.49,34.43
500141,2025-06-09,362,1023,Phoenix DC,Morgan Lee,247,0.0,9563.84,38.72
500142,2025-09-04,315,1028,Los Angeles DC,Ashley Nguyen,379,0.0,13117.19,34.61
500143,2025-07-08,109,1020,Chicago DC,Morgan Lee,74,0.0,2942.24,39.76
500144,2025-11-15,158,1020,Phoenix DC,Alex Martinez,319,0.0,12683.44,39.76
500145,2025-12-22,478,1028,Dallas DC,Chris Ramirez,58,0.0,2007.38,34.61
500146,2025-06-23,15,1010,Dallas DC,Taylor Johnson,459,0.0,16675.47,36.33
500147,2025-07-25,392,1028,Los Angeles DC,Jordan Kim,389,0.0,13463.29,34.61
500148,2025-04-21,165,1018,Atlanta DC,Ashley Nguyen,67,0.0,2474.31,36.93
500149,2025-06-09,300,1012,Phoenix DC,Jordan Kim,30,0.0,1018.8,33.96
500150,2025-03-21,407,1002,Phoenix DC,Alex Martinez,752,0.0,23477.44,31.22
500151,2025-05-20,450,1003,Atlanta DC,Casey Davis,445,0.0,14952.0,33.6
500152,2025-08-01,171,1014,Phoenix DC,Jordan Kim,58,0.0,1964.46,33.87
500153,2025-02-26,79,1014,Phoenix DC,Casey Davis,276,0.0,9348.12,33.87
500154,2025-06-07,52,1030,Atlanta DC,Alex Martinez,369,0.0,14239.71,38.59
500155,2025-06-04,367,1006,Dallas DC,Chris Ramirez,20,0.1,632.88,35.16
500156,2025-03-03,100,1010,Atlanta DC,Taylor Johnson,38,0.0,1380.54,36.33
500157,2025-09-30,415,1012,Phoenix DC,Ashley Nguyen,28,0.0,950.88,33.96
500158,2025-01-22,120,1013,Atlanta DC,Jordan Kim,24,0.0,837.6,34.9
500159,2025-08-08,216,1020,Atlanta DC,Chris Ramirez,260,0.0,10337.6,39.76
500160,2025-01-11,246,1013,Dallas DC,Casey Davis,27,0.1,848.07,34.9
500161,2025-02-15,50,1012,Los Angeles DC,Morgan Lee,453,0.0,15383.88,33.96
500162,2025-07-25,119,1022,Atlanta DC,Chris Ramirez,523,0.0,19194.1,36.7
500163,2025-04-24,456,1011,Dallas DC,Jordan Kim,481,0.0,17551.69,36.49
500164,2025-02-28,48,1026,Dallas DC,Ashley Nguyen,561,0.0,20426.01,36.41
500165,2025-03-17,43,1027,Dallas DC,Chris Ramirez,42,0.0,1507.8,35.9
500166,2025-11-05,237,1005,Los Angeles DC,Taylor Johnson,401,0.0,14712.69,36.69
500167,2025-09-10,300,1025,Phoenix DC,Casey Davis,787,0.0,25073.82,31.86
500168,2025-11-26,222,1020,Phoenix DC,Ashley Nguyen,648,0.0,25764.48,39.76
500169,2025-06-11,403,1025,Los Angeles DC,Casey Davis,742,0.0,23640.12,31.86
500170,2025-06-05,284,1026,Phoenix DC,Alex Martinez,326,0.05,11276.176999999998,36.41
500171,2025-02-07,372,1016,Atlanta DC,Alex Martinez,42,0.0,1449.84,34.52
500172,2025-05-27,81,1012,Los Angeles DC,Ryan Thompson,129,0.0,4380.84,33.96
500173,2025-10-11,237,1020,Los Angeles DC,Casey Davis,536,0.1,19180.224000000002,39.76
500174,2025-04-07,148,1028,Atlanta DC,Taylor Johnson,392,0.0,13567.12,34.61
500175,2025-02-22,363,1015,Chicago DC,Jordan Kim,131,0.05,4359.48,35.03
500176,2025-03-30,10,1027,Atlanta DC,Casey Davis,558,0.0,20032.2,35.9
500177,2025-11-09,337,1018,Chicago DC,Chris Ramirez,368,0.0,13590.24,36.93
500178,2025-06-23,458,1013,Los Angeles DC,Ashley Nguyen,44,0.0,1535.6,34.9
500179,2025-02-18,164,1010,Atlanta DC,Chris Ramirez,333,0.0,12097.89,36.33
500180,2025-11-05,366,1028,Chicago DC,Jordan Kim,429,0.05,14105.31,34.61
500181,2025-03-14,458,1029,Chicago DC,Ryan Thompson,57,0.1,2022.76,39.43
500182,2025-12-29,297,1022,Chicago DC,Ryan Thompson,28,0.1,924.84,36.7
500183,2025-03-07,284,1010,Phoenix DC,Jordan Kim,429,0.0,15585.57,36.33
500184,2025-08-05,111,1031,Los Angeles DC,Ashley Nguyen,630,0.0,23310.0,37.0
500185,2025-04-20,22,1005,Atlanta DC,Morgan Lee,458,0.0,16804.02,36.69
500186,2025-03-21,53,1004,Los Angeles DC,Alex Martinez,415,0.0,14288.45,34.43
500187,2025-11-13,118,1011,Atlanta DC,Taylor Johnson,62,0.0,2262.38,36.49
500188,2025-12-21,486,1005,Dallas DC,Casey Davis,183,0.05,6378.56,36.69
500189,2025-07-06,79,1013,Dallas DC,Casey Davis,122,0.0,4257.8,34.9
500190,2025-08-18,472,1009,Dallas DC,Chris Ramirez,412,0.0,15450.0,37.5
500191,2025-04-10,490,1015,Phoenix DC,Casey Davis,794,0.0,27813.82,35.03
500192,2025-07-15,243,1009,Atlanta DC,Taylor Johnson,536,0.0,20100.0,37.5
500193,2025-03-12,42,1023,Los Angeles DC,Casey Davis,202,0.05,7430.37,38.72
500194,2025-10-11,312,1012,Phoenix DC,Jordan Kim,75,0.1,2292.3,33.96
500195,2025-03-24,16,1003,Phoenix DC,Taylor Johnson,245,0.0,8232.0,33.6
500196,2025-02-16,458,1014,Dallas DC,Casey Davis,73,0.1,2225.26,33.87
500197,2025-01-14,468,1011,Atlanta DC,Ashley Nguyen,76,0.0,2773.24,36.49
500198,2025-02-11,332,1012,Los Angeles DC,Ashley Nguyen,220,0.0,7471.2,33.96
500199,2025-11-29,182,1003,Dallas DC,Taylor Johnson,79,0.0,2654.4,33.6
500200,2025-08-30,180,1009,Dallas DC,Casey Davis,119,0.0,4462.5,37.5
500201,2025-01-03,177,1024,Los Angeles DC,Chris Ramirez,48,0.1,1542.67,35.71
500202,2025-10-08,351,1004,Phoenix DC,Ryan Thompson,210,0.1,6507.27,34.43
500203,2025-05-02,385,1009,Los Angeles DC,Morgan Lee,156,0.0,5850.0,37.5
500204,2025-11-15,418,1026,Los Angeles DC,Casey Davis,514,0.0,18714.739999999998,36.41
500205,2025-01-09,431,1018,Phoenix DC,Morgan Lee,58,0.0,2141.94,36.93
500206,2025-05-30,306,1004,Phoenix DC,Ashley Nguyen,65,0.0,2237.95,34.43
500207,2025-08-02,238,1020,Los Angeles DC,Ashley Nguyen,223,0.0,8866.48,39.76
500208,2025-10-06,266,1018,Phoenix DC,Alex Martinez,134,0.0,4948.62,36.93
500209,2025-01-23,119,1015,Chicago DC,Chris Ramirez,499,0.0,17479.97,35.03
500210,2025-07-02,68,1001,Chicago DC,Morgan Lee,67,0.05,2259.57,35.5
500211,2025-11-18,147,1028,Phoenix DC,Ashley Nguyen,475,0.0,16439.75,34.61
500212,2025-06-30,400,1002,Dallas DC,Casey Davis,368,0.0,11488.96,31.22
500213,2025-11-20,469,1016,Dallas DC,Jordan Kim,456,0.0,15741.12,34.52
500214,2025-01-19,47,1015,Los Angeles DC,Morgan Lee,466,0.0,16323.98,35.03
500215,2025-06-11,178,1002,Phoenix DC,Ryan Thompson,753,0.1,21157.79,31.22
500216,2025-05-10,224,1015,Dallas DC,Chris Ramirez,378,0.0,13241.34,35.03
500217,2025-12-02,444,1002,Los Angeles DC,Ashley Nguyen,482,0.0,15048.04,31.22
500218,2025-08-14,481,1013,Atlanta DC,Ashley Nguyen,523,0.05,17340.06,34.9
500219,2025-12-21,182,1016,Phoenix DC,Chris Ramirez,31,0.0,1070.12,34.52
500220,2025-02-10,456,1014,Dallas DC,Chris Ramirez,142,0.0,4809.54,33.87
500221,2025-02-10,416,1003,Chicago DC,Chris Ramirez,264,0.0,8870.4,33.6
500222,2025-08-07,415,1023,Atlanta DC,Ashley Nguyen,48,0.0,1858.56,38.72
500223,2025-06-30,289,1002,Atlanta DC,Chris Ramirez,528,0.0,16484.16,31.22
500224,2025-02-08,459,1002,Atlanta DC,Ashley Nguyen,427,0.0,13330.94,31.22
500225,2025-03-23,195,1033,Dallas DC,Casey Davis,562,0.1,19877.94,39.3
500226,2025-02-04,92,1004,Chicago DC,Ashley Nguyen,317,0.0,10914.31,34.43
500227,2025-01-17,291,1020,Atlanta DC,Ashley Nguyen,44,0.0,1749.4399999999998,39.76
500228,2025-02-09,185,1014,Phoenix DC,Ashley Nguyen,290,0.0,9822.3,33.87
500229,2025-11-29,345,1010,Los Angeles DC,Alex Martinez,303,0.0,11007.99,36.33
500230,2025-09-13,181,1006,Phoenix DC,Jordan Kim,67,0.0,2355.72,35.16
500231,2025-12-27,171,1008,Phoenix DC,Chris Ramirez,36,0.0,1307.52,36.32
500232,2025-04-13,197,1016,Los Angeles DC,Casey Davis,455,0.0,15706.6,34.52
500233,2025-02-14,92,1014,Chicago DC,Ashley Nguyen,388,0.05,12484.48,33.87
500234,2025-10-09,274,1002,Chicago DC,Taylor Johnson,663,0.0,20698.86,31.22
500235,2025-03-31,263,1026,Phoenix DC,Morgan Lee,65,0.05,2248.3174999999997,36.41
500236,2025-03-13,5,1006,Atlanta DC,Alex Martinez,162,0.0,5695.92,35.16
500237,2025-10-21,386,1020,Phoenix DC,Taylor Johnson,284,0.0,11291.84,39.76
500238,2025-02-03,381,1003,Atlanta DC,Ryan Thompson,413,0.0,13876.8,33.6
500239,2025-10-22,374,1013,Chicago DC,Jordan Kim,493,0.0,17205.7,34.9
500240,2025-12-15,298,1015,Dallas DC,Taylor Johnson,530,0.0,18565.9,35.03
500241,2025-08-10,348,1004,Los Angeles DC,Jordan Kim,493,0.0,16973.99,34.43
500242,2025-06-05,499,1004,Chicago DC,Morgan Lee,565,0.0,19452.95,34.43
500243,2025-05-26,468,1017,Chicago DC,Morgan Lee,42,0.05,1584.43,39.71
500244,2025-05-21,101,1019,Chicago DC,Jordan Kim,60,0.0,2343.0,39.05
500245,2025-03-28,370,1027,Phoenix DC,Taylor Johnson,357,0.0,12816.3,35.9
500246,2025-11-16,421,1028,Phoenix DC,Ashley Nguyen,187,0.0,6472.07,34.61
500247,2025-01-22,74,1020,Los Angeles DC,Jordan Kim,73,0.05,2757.36,39.76
500248,2025-10-23,125,1027,Dallas DC,Ryan Thompson,123,0.0,4415.7,35.9
500249,2025-01-16,335,1026,Phoenix DC,Chris Ramirez,416,0.0,15146.559999999998,36.41
500250,2025-09-05,91,1009,Atlanta DC,Chris Ramirez,628,0.0,23550.0,37.5
500251,2025-12-19,58,1002,Atlanta DC,Ryan Thompson,532,0.0,16609.04,31.22
500252,2025-04-15,55,1015,Dallas DC,Ashley Nguyen,547,0.0,19161.41,35.03
500253,2025-06-26,324,1010,Dallas DC,Ashley Nguyen,467,0.1,15269.5,36.33
500254,2025-02-24,210,1020,Atlanta DC,Jordan Kim,563,0.0,22384.88,39.76
500255,2025-05-07,71,1015,Los Angeles DC,Chris Ramirez,436,0.0,15273.08,35.03
500256,2025-08-03,387,1024,Dallas DC,Ashley Nguyen,296,0.0,10570.16,35.71
500257,2025-06-10,64,1020,Dallas DC,Casey Davis,79,0.0,3141.04,39.76
500258,2025-09-13,195,1015,Atlanta DC,Alex Martinez,563,0.05,18735.8,35.03
500259,2025-09-16,210,1013,Dallas DC,Morgan Lee,346,0.0,12075.4,34.9
500260,2025-01-25,438,1011,Atlanta DC,Casey Davis,398,0.0,14523.02,36.49
500261,2025-01-05,338,1018,Atlanta DC,Taylor Johnson,38,0.05,1333.17,36.93
500262,2025-07-07,177,1008,Chicago DC,Alex Martinez,76,0.05,2622.3,36.32
500263,2025-10-19,176,1002,Chicago DC,Chris Ramirez,505,0.0,15766.1,31.22
500264,2025-09-16,324,1012,Phoenix DC,Chris Ramirez,137,0.0,4652.52,33.96
500265,2025-11-09,59,1033,Los Angeles DC,Ryan Thompson,419,0.0,16466.7,39.3
500266,2025-10-13,342,1011,Dallas DC,Morgan Lee,491,0.1,16124.93,36.49
500267,2025-07-25,427,1017,Los Angeles DC,Alex Martinez,58,0.0,2303.18,39.71
500268,2025-08-31,279,1011,Dallas DC,Taylor Johnson,170,0.0,6203.3,36.49
500269,2025-06-13,426,1024,Phoenix DC,Chris Ramirez,267,0.0,9534.57,35.71
500270,2025-09-17,84,1011,Phoenix DC,Casey Davis,403,0.05,13970.2,36.49
500271,2025-06-03,161,1020,Los Angeles DC,Ashley Nguyen,462,0.0,18369.12,39.76
500272,2025-02-26,316,1031,Phoenix DC,Chris Ramirez,469,0.1,15617.7,37.0
500273,2025-11-19,212,1034,Atlanta DC,Chris Ramirez,707,0.0,27495.23,38.89
500274,2025-10-23,462,1020,Los Angeles DC,Casey Davis,435,0.0,17295.6,39.76
500275,2025-11-19,237,1018,Atlanta DC,Taylor Johnson,387,0.0,14291.91,36.93
500276,2025-05-05,71,1033,Los Angeles DC,Morgan Lee,720,0.0,28296.0,39.3
500277,2025-06-10,200,1014,Atlanta DC,Morgan Lee,309,0.0,10465.83,33.87
500278,2025-11-10,478,1016,Los Angeles DC,Taylor Johnson,46,0.1,1429.13,34.52
500279,2025-10-15,478,1006,Atlanta DC,Ryan Thompson,53,0.0,1863.48,35.16
500280,2025-08-24,420,1005,Chicago DC,Ashley Nguyen,460,0.1,15189.66,36.69
500281,2025-11-26,147,1033,Chicago DC,Casey Davis,446,0.05,16651.41,39.3
500282,2025-05-23,285,1008,Dallas DC,Chris Ramirez,198,0.0,7191.36,36.32
500283,2025-12-27,175,1009,Atlanta DC,Ashley Nguyen,494,0.0,18525.0,37.5
500284,2025-10-14,435,1011,Chicago DC,Chris Ramirez,50,0.1,1642.05,36.49
500285,2025-12-13,16,1020,Atlanta DC,Ashley Nguyen,162,0.0,6441.12,39.76
500286,2025-05-29,401,1004,Los Angeles DC,Ashley Nguyen,69,0.0,2375.67,34.43
500287,2025-12-02,44,1014,Atlanta DC,Morgan Lee,79,0.0,2675.73,33.87
500288,2025-05-19,32,1019,Chicago DC,Taylor Johnson,203,0.1,7134.43,39.05
500289,2025-10-28,437,1024,Los Angeles DC,Morgan Lee,26,0.0,928.46,35.71
500290,2025-01-27,106,1007,Chicago DC,Casey Davis,426,0.0,16017.6,37.6
500291,2025-03-12,500,1033,Phoenix DC,Taylor Johnson,351,0.0,13794.3,39.3
500292,2025-09-01,317,1028,Dallas DC,Chris Ramirez,508,0.0,17581.88,34.61
500293,2025-11-27,396,1009,Los Angeles DC,Morgan Lee,264,0.0,9900.0,37.5
500294,2025-03-31,160,1001,Dallas DC,Alex Martinez,573,0.0,20341.5,35.5
500295,2025-04-06,432,1016,Chicago DC,Alex Martinez,303,0.1,9413.6,34.52
500296,2025-10-18,247,1009,Chicago DC,Chris Ramirez,104,0.0,3900.0,37.5
500297,2025-10-06,415,1027,Dallas DC,Casey Davis,49,0.0,1759.1,35.9
500298,2025-02-27,89,1006,Atlanta DC,Chris Ramirez,37,0.0,1300.92,35.16
